Id,Subject,MainText,Text,TextTokens,TextTopics,TopicPercentages
99_6800_4,rating,great needs more features and hope u will advance to videos,rating great needs more features and hope u will advance to videos,"['great', 'need', 'feature', 'video']",[20],[0.39530104]
99_6801_4,rating,Editing I love it,rating Editing I love it,['Editing'],[3],[0.4821214]
99_6802_4,rating,Superb Best app I had ever Seen,rating Superb Best app I had ever Seen,['app'],[16],[0.5057074]
99_6803_4,rating,gud fine,rating gud fine,[],[],[]
99_6804_4,rating,Gd Nice,rating Gd Nice,[],[],[]
99_6805_4,rating,Done Best Photoshop I have ever used,rating Done Best Photoshop I have ever used,['Photoshop'],[19],[0.4863842]
99_6806_4,rating, I love it It's so easy to work with ,rating  I love it It's so easy to work with,['easy'],[26],[0.48754585]
99_6807_4,rating,Excellent App Excellent App you dont need anything else,rating Excellent App Excellent App you dont need anything else,[],[],[]
99_6808_4,rating,I love where are the colors of the textfonts they disappeared,rating I love where are the colors of the textfonts they disappeared,"['color', 'textfont']",[6],[0.48356548]
99_6809_4,rating,Cool I like it Just a bit slow,rating Cool I like it Just a bit slow,"['bit', 'slow']","[29, 15]","[0.32837686, 0.32741418]"
99_6810_4,rating,I love this because it's a fun way to express yourself D ,rating I love this because it's a fun way to express yourself D,"['fun', 'way', 'd']",[30],[0.492019]
99_6811_4,rating,V Good nd interesting Application for all V Interesting,rating V Good nd interesting Application for all V Interesting,"['v', 'good', 'interesting', 'application', 'v', 'interesting']",[56],[0.70572466]
99_6812_4,rating,Awesome Great achievement,rating Awesome Great achievement,"['great', 'achievement']",[16],[0.5057082]
99_6813_4,rating,Excellent But need to add some more features,rating Excellent But need to add some more features,['feature'],[9],[0.48218912]
99_6814_4,rating,It sucks I was trying to do something so simple and I cant figure out anything Have no idea how the other ratings are so good,rating It sucks I was trying to do something so simple and I cant figure out anything Have no idea how the other ratings are so good,"['simple', 'idea', 'rating', 'good']",[],[]
99_6815_4,rating,PicsArt This is my favorite editing app And it's free Runs super smooth on my Galaxy III Keep up the great work Now using on my Nexus 5 still awesome ,rating PicsArt This is my favorite editing app And it's free Runs super smooth on my Galaxy III Keep up the great work Now using on my Nexus 5 still awesome,"['PicsArt', 'favorite', 'editing', 'app', 'free', 'run', 'smooth', 'great', 'work', '5', 'awesome']",[],[]
99_6816_4,rating,Luv it Great,rating Luv it Great,['great'],[16],[0.5057082]
99_6817_4,rating, cool,rating  cool,['cool'],[35],[0.4826019]
99_6818_4,rating,Obviously it's good if I gave it 5 starts I use this app to edit all my pictures I love this app so much ,rating Obviously it's good if I gave it 5 starts I use this app to edit all my pictures I love this app so much,"['good', '5', 'start', 'app', 'picture', 'app']","[12, 18]","[0.38959292, 0.3039424]"
99_6819_4,rating,Udayani I love this app,rating Udayani I love this app,['app'],[16],[0.5057079]
99_6820_4,rating,I like it This app is so amazing,rating I like it This app is so amazing,"['app', 'amazing']",[22],[0.6496282]
99_6821_4,rating,I used this app on my lil brother's phone and I loved it I just installed it so if it suits me too I would be back to crown it up to five stars A ,rating I used this app on my lil brother's phone and I loved it I just installed it so if it suits me too I would be back to crown it up to five stars A,"['app', 'lil', 'brother', 'phone', 'star']",[43],[0.62731576]
99_6822_4,rating,Cool ,rating Cool,[],[],[]
99_6823_4,rating,Best app so far I love that u can edit and make it ur own that's cool,rating Best app so far I love that u can edit and make it ur own that's cool,"['app', 'cool']",[35],[0.6493268]
99_6824_4,rating,Awesome app Works perfectly for all of my pictures ,rating Awesome app Works perfectly for all of my pictures,"['awesome', 'app', 'work', 'picture']","[53, 45]","[0.39717868, 0.39470682]"
99_6825_4,rating,AWESOME and amazing It's so cool I LOVE it ,rating AWESOME and amazing It's so cool I LOVE it,"['AWESOME', 'amazing', 'cool']",[],[]
99_6826_4,rating,Must download Easy good,rating Must download Easy good,"['easy', 'good']","[18, 26]","[0.34576002, 0.33043587]"
99_6827_4,rating,l love it its better then others,rating l love it its better then others,['well'],[2],[0.48241884]
99_6828_4,rating,Awesome Lv ths app,rating Awesome Lv ths app,['app'],[16],[0.5057079]
99_6829_4,rating,I like it It's an wonderful software mindblowingI just love to use it very uivery muchjust like it,rating I like it It's an wonderful software mindblowingI just love to use it very uivery muchjust like it,"['wonderful', 'software', 'uivery']","[6, 63]","[0.32774606, 0.32677758]"
99_6830_4,rating, Awesome,rating  Awesome,['awesome'],[53],[0.48823988]
99_6831_4,rating,love I know the hype is with the instagram release but this feature rich app blows it out of the water,rating love I know the hype is with the instagram release but this feature rich app blows it out of the water,"['love', 'hype', 'instagram', 'release', 'feature', 'rich', 'app', 'water']",[52],[0.75005615]
99_6832_4,rating,Satisfactory I think its better than other pics edit app Thumbs up guys,rating Satisfactory I think its better than other pics edit app Thumbs up guys,"['Satisfactory', 'well', 'pics', 'edit', 'guy']",[4],[0.65735304]
99_6833_4,rating,I believe pics art gives you the opportunity t adventurer It's good,rating I believe pics art gives you the opportunity t adventurer It's good,"['pics', 'art', 'opportunity', 'adventurer', 'good']",[42],[0.657953]
99_6834_4,rating,luv it simple and fast but pls add more clip art and so sticker,rating luv it simple and fast but pls add more clip art and so sticker,"['simple', 'fast', 'clip', 'art', 'sticker']",[5],[0.6579881]
99_6835_4,rating,Good N,rating Good N,[],[],[]
99_6836_4,rating,AWESOME Great editing photo apk,rating AWESOME Great editing photo apk,"['AWESOME', 'great', 'editing', 'photo', 'apk']",[21],[0.5104921]
99_6837_4,rating,Sweeeet The best picture editor I have got,rating Sweeeet The best picture editor I have got,"['good', 'picture', 'editor']",[27],[0.49086514]
99_6838_4,rating,Long time I've had this for a long time and I always go back to using it It has most of ur basics,rating Long time I've had this for a long time and I always go back to using it It has most of ur basics,"['long', 'time', 'long', 'time', 'ur', 'basic']",[33],[0.5555454]
99_6839_4,rating,A good app It's a good app but needs improvement,rating A good app It's a good app but needs improvement,"['good', 'app', 'good', 'app', 'improvement']",[18],[0.62472063]
99_6840_4,rating,Its superb Amazing app,rating Its superb Amazing app,"['superb', 'amazing', 'app']",[22],[0.4478588]
99_6841_4,rating,Fab Gd,rating Fab Gd,[],[],[]
99_6842_4,rating,Good apps Ok,rating Good apps Ok,"['good', 'app']",[18],[0.6680063]
99_6843_4,rating,So freaking awsom Best app i aver had,rating So freaking awsom Best app i aver had,['aver'],[],[]
99_6844_4,rating,Wawwww Nice,rating Wawwww Nice,[],[],[]
99_6845_4,rating,Good Amazing,rating Good Amazing,[],[],[]
99_6846_4,rating,Exclusive Awesome app experience,rating Exclusive Awesome app experience,"['app', 'experience']",[29],[0.6506147]
99_6847_4,rating,i think best gud,rating i think best gud,['good'],[18],[0.51015604]
99_6848_4,rating,Supern Suppppppppppppper,rating Supern Suppppppppppppper,[],[],[]
99_6849_4,rating,Ok laa Ok laaa,rating Ok laa Ok laaa,['laa'],[],[]
99_6850_4,rating,I jux can't stop using this app Excellently perfect,rating I jux can't stop using this app Excellently perfect,['app'],[16],[0.50570786]
99_6851_4,rating,Excellent work The best App in category by far You can do almost everything Congratulations Devs,rating Excellent work The best App in category by far You can do almost everything Congratulations Devs,"['excellent', 'work', 'good', 'App', 'category']",[46],[0.33058745]
99_6852_4,rating,Amazing Nice,rating Amazing Nice,[],[],[]
99_6853_4,rating,Ganesh lg p350 Great app,rating Ganesh lg p350 Great app,"['Ganesh', 'p350', 'great', 'app']",[16],[0.6649919]
99_6854_4,rating,Wonderful Just like original Really Greatest experiencedday by day excellent,rating Wonderful Just like original Really Greatest experiencedday by day excellent,"['original', 'experiencedday', 'day', 'excellent']",[46],[0.39541796]
99_6855_4,rating,Maricela loves I like this app Love mah bad,rating Maricela loves I like this app Love mah bad,"['Maricela', 'app', 'mah', 'bad']","[16, 60]","[0.3376828, 0.33215013]"
99_6856_4,rating,Fantastic Good programme,rating Fantastic Good programme,"['fantastic', 'programme']","[26, 34]","[0.3304418, 0.32634836]"
99_6857_4,rating,Best gr8 Like it nice good job plz add more frame for free pack,rating Best gr8 Like it nice good job plz add more frame for free pack,"['gr8', 'nice', 'good', 'job', 'plz', 'frame', 'free', 'pack']",[18],[0.66708785]
99_6858_4,rating,love It I Love This App,rating love It I Love This App,['love'],[51],[0.48781252]
99_6859_4,rating,Good job Good app,rating Good job Good app,"['good', 'job', 'good', 'app']",[18],[0.79811776]
99_6860_4,rating,Wow Factor Initially I did not set my eyes on this wonderful app however the other day I tried my hand at this app by chance to juggle and the experience was amazing I am now addicted to your app Keep improving and keep on improving Bravo,rating Wow Factor Initially I did not set my eyes on this wonderful app however the other day I tried my hand at this app by chance to juggle and the experience was amazing I am now addicted to your app Keep improving and keep on improving Bravo,"['eye', 'wonderful', 'app', 'day', 'hand', 'app', 'chance', 'experience', 'amazing', 'app', 'bravo']",[13],[0.34426203]
99_6861_4,rating,Amazing One of the best photo editor loved it 3,rating Amazing One of the best photo editor loved it 3,"['good', 'photo', 'editor', '3']",[28],[0.39497966]
99_6862_4,rating,Excellent Good aap for nice creativity m using always for my good photos,rating Excellent Good aap for nice creativity m using always for my good photos,"['excellent', 'good', 'aap', 'nice', 'creativity', 'good', 'photo']",[],[]
99_6863_4,rating,Excellent Its nice easy to use,rating Excellent Its nice easy to use,"['nice', 'easy']","[26, 24]","[0.33043587, 0.32778615]"
99_6864_4,rating,Awesome Simply superb good wok,rating Awesome Simply superb good wok,"['superb', 'good', 'wok']","[18, 41]","[0.3457622, 0.32655284]"
99_6865_4,rating,Hmm Nice app,rating Hmm Nice app,['app'],[16],[0.5057036]
99_6866_4,rating,Best one yet Love this app Haven't found one better and I've looked ,rating Best one yet Love this app Haven't found one better and I've looked,"['Love', 'app', 'well']","[51, 2]","[0.41457456, 0.3264551]"
99_6867_4,rating,My favourite This is the best photo app ,rating My favourite This is the best photo app,"['favourite', 'good', 'photo', 'app']",[18],[0.39681855]
99_6868_4,rating,Excellent Loved,rating Excellent Loved,['love'],[51],[0.48781252]
99_6869_4,rating,Jude Its gd app,rating Jude Its gd app,"['gd', 'app']",[16],[0.50570476]
99_6870_4,rating,4 not bad,rating 4 not bad,"['4', 'bad']","[60, 52]","[0.32708776, 0.3262894]"
99_6871_4,rating,I love this Very good game,rating I love this Very good game,"['good', 'game']","[18, 40]","[0.34576008, 0.32712904]"
99_6872_4,rating,very good i love mariah carey,rating very good i love mariah carey,['good'],[18],[0.51015604]
99_6873_4,rating,Awesome Best photo editior i ever use,rating Awesome Best photo editior i ever use,"['good', 'photo', 'editior']","[18, 28]","[0.34576005, 0.32729408]"
99_6874_4,rating,Awesome Its totally worth downloading it,rating Awesome Its totally worth downloading it,['worth'],[15],[0.48308757]
99_6875_4,rating,sick app i jst luv this app,rating sick app i jst luv this app,"['sick', 'app', 'app']","[16, 9]","[0.43685356, 0.31322786]"
99_6876_4,rating,Nice app Worth downloading,rating Nice app Worth downloading,"['app', 'worth']",[15],[0.6496588]
99_6877_4,rating,143 Wow nice sachin,rating 143 Wow nice sachin,"['143', 'nice', 'sachin']",[24],[0.48363626]
99_6878_4,rating,Photoshop Ok,rating Photoshop Ok,['Photoshop'],[19],[0.48638415]
99_6879_4,rating,Good Exllent,rating Good Exllent,['good'],[18],[0.51015604]
99_6880_4,rating,Top Nice,rating Top Nice,[],[],[]
99_6881_4,rating,Exelente Thanks again,rating Exelente Thanks again,['thank'],[46],[0.48385373]
99_6882_4,rating,Awesome Nice appl 4 every one ,rating Awesome Nice appl 4 every one,"['appl', '4']",[52],[0.481428]
99_6883_4,rating,Fun and creative Easy to use fun makes any picture cute and creative,rating Fun and creative Easy to use fun makes any picture cute and creative,"['Fun', 'creative', 'Easy', 'fun', 'picture', 'cute', 'creative']",[19],[0.7234377]
99_6884_4,rating,love this app Its my fave ,rating love this app Its my fave,"['love', 'app', 'fave']",[51],[0.65286285]
99_6885_4,rating,Amazing Its just amazing u can do different thing with the pictures But it wont let u go on to it ,rating Amazing Its just amazing u can do different thing with the pictures But it wont let u go on to it,"['amazing', 'different', 'thing', 'picture']",[32],[0.3949107]
